Main URL,Record ID,Main Title,Publication Place,Publisher,Publication Date,Physical Description,Topical Subject,Resource URL,Alternative URL,Subtitle,Responsibility,Personal Author,Corporate Author,Abstract/Summary,Bibliography Note,Variant Title,Subject Source,System Control Number,Material Type,Language,ISSN/ISBN,Ilo Name,Leader (Format),Year
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164708502676,995164708502676,Co-operative housing in Sweden,,,,1 online resource (p. 486-491),housing cooperative,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01298nam a2200361 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184602676,995106184602676,The co-operative movement in Palestine /,,,,p. 63-77,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-1)63-77.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-1)63-77.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369404584,,,,P09602,01209naa a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705002676,995164705002676,The co-operative movement in Palestine,,,,1 online resource (p. 63-77),cooperative movement,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01294nam a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184302676,995106184302676,Co-operative societies throughout the world :,,,,p. 254-271,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)254-271.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)254-271.pdf,numerical data /,[International Labour Office],,International Labour Office.,,References.,Co-operative societies throughout the world :,ilot,(OCoLC)1369398773,,,,P09602,01359naa a2200361 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184002676,995106184002676,Co-operative societies throughout the world :,,,,p. 375-419,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-3)375-419.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-3)375-419.pdf,numerical data.,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369470423,,,,P09602,01286naa a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705302676,995164705302676,Co-operative societies throughout the world,,,,1 online resource (p. 254-271),cooperative movement,,,numerical data /,[International Labour Office],,International Labour Office.,,References.,Co-operative societies throughout the world :,ilot,,[electronic resource] :,,,,01442nam a2200361 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705602676,995164705602676,Co-operative societies throughout the world,,,,1 online resource (p. 375-419),cooperative movement,,,numerical data.,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01372nam a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99506413402676,99506413402676,The co-operative society as an instrument of economic and social construction /,,,,p. 729-753,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-6)729-753.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-6)729-753.pdf,,by C. F. Strickland ; International Labour Office.,"Strickland, C. F.",International Labour Office.,,References.,,ilot,ilc50640,,,,09602(1938-37-6)729-753,02920caa a2200961Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165478302676,995165478302676,The co-operative society as an instrument of economic and social construction,,,,1 online resource (p. 729-753),cooperative movement,,,,by C. F. Strickland ; International Labour Office.,"Strickland, C. F.",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01650cam a2200457Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99509153402676,99509153402676,Collective labour agreements in France /,,,,p. 1-24,collective agreement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)1-24.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)1-24.pdf,,by Pierre Pouillot ; International Labour Office.,"Pouillot, Pierre.",International Labour Office.,,References.,,ilot,ilc50914,,,,09602(1938-37-1)1-24,01396caa a2200397Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165251802676,995165251802676,Collective labour agreements in France,,,,1 online resource (p. 1-24),collective agreement,,,,by Pierre Pouillot ; International Labour Office.,"Pouillot, Pierre.",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01454cam a2200397Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99504093402676,99504093402676,The condition of agricultural workers in Switzerland /,,,,p. 44-56,agricultural workers.,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-1)44-56.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-1)44-56.pdf,,by A. Borel ; International Labour Office.,"Borel, A.",International Labour Office.,,References.,,ilot,ilc50408,,,,09602(1938-38-1)44-56,01295caa a2200385Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165547602676,995165547602676,The condition of agricultural workers in Switzerland,,,,1 online resource (p. 44-56),agricultural workers.,,,,by A. Borel ; International Labour Office.,"Borel, A.",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01471cam a2200397Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995113593202676,995113593202676,Conditions in the sugar industry in Mauritius /,,,,p. 521-528,sugar industry,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-4)521-528.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-4)521-528.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1368657666,,,,P09602,01209naa a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165419702676,995165419702676,Conditions in the sugar industry in Mauritius,,,,1 online resource (p. 521-528),sugar industry,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01327nam a2200361 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106182002676,995106182002676,Conditions of work in Syria and the Lebanon under French mandate /,,,,p. 513-526,conditions of employment,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)513-526.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)513-526.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369286623,,,,P09602,01305naa a2200373 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164707302676,995164707302676,Conditions of work in Syria and the Lebanon under French mandate,,,,1 online resource (p. 513-526),conditions of employment,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01382nam a2200373 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99503923402676,99503923402676,Conditions of work in the French fishing industry :,,,,p. 59-79,fishing.,http://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)59-79.pdf,http://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)59-79.pdf,analysis of recent collective agreements for deep-sea fishing /,[International Labour Office],,International Labour Office.,,References.,,ilot,ilc50391,,,,09602(1938-37-1)59-79,01444caa a2200409Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165549002676,995165549002676,Conditions of work in the French fishing industry,,,,1 online resource (p. 59-79),fishing.,,,analysis of recent collective agreements for deep-sea fishing /,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01532cam a2200409Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994858263402676,994858263402676,Constitution et règlements de l'Organisation internationale du travail :,Genève :,"BIT,",1939.,54 p.,ILO Constitution,http://www.ilo.org/public/libdoc/ilo/1939/39B09_28_e_f.pdf,http://www.ilo.org/public/libdoc/ilo/1939/39B09_28_e_f.pdf,édition de la conférence /,Bureau international du Travail = Constitution and standing orders of the International Labour Organisation : Conference edition / International Labour Office.,,International Labour Office.,,Index.,Constitution and standing orders of the International Labour Organisation : Conference edition,ilot,485826,,eng,,"39B09/28 e,f",02962cam a2200661 a 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994858273402676,994858273402676,Constitution et règlements de l'Organisation internationale du travail :,Genève :,"BIT,",1938.,53 p.,ILO Constitution,http://www.ilo.org/public/libdoc/ilo/1938/38B09_31_e_f.pdf,http://www.ilo.org/public/libdoc/ilo/1938/38B09_31_e_f.pdf,édition de la conférence /,Bureau international du Travail = Constitution and standing orders of the International Labour Organisation : Conference edition / International Labour Office.,,International Labour Office.,,Index.,Constitution and standing orders of the International Labour Organisation : Conference edition,ilot,485827,,eng,,"38B09/31 e,f",02962cam a2200661 a 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995113593002676,995113593002676,The cotton industry in Iran /,,,,p. 80-84,cotton,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)80-84.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-37-1)80-84.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369042276,,,,P09602,01237naa a2200349 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165419902676,995165419902676,The cotton industry in Iran,,,,1 online resource (p. 80-84),cotton,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01359nam a2200361 i 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99500483402676,99500483402676,The course of minimum wage legislation in the United States /,,,,p. 26-43,minimum wage,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-1)26-43.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1938-38-1)26-43.pdf,,by Alice S. Cheyney ; International Labour Office.,"Cheyney, Alice S.",International Labour Office.,,References.,,ilot,ilc50047,,,,09602(1938-38-1)26-43,01341caa a2200397Ka 4500,1938
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995127390702676,995127390702676,Adjustment of social insurance schemes to war conditions /,,,,p. 779-794,social insurance.,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-6)779-794.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-6)779-794.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369330836,,,,P09602,01380naa a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165682102676,995165682102676,Adjustment of social insurance schemes to war conditions,,,,1 online resource (p. 779-794),war,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01294nam a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994451643402676,994451643402676,The administration of minimum wage laws in the United States /,,,,p. 149-183,minimum wage,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-2)149-183.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-2)149-183.pdf,,by Ethel M. Johnson ; International Labour Office.,"Johnson, Ethel M.","International Labour Office,","Provides an account of the various forms of administrative machinery utilised, the powers of the enforcing authority, and the  method of procedure in establishing and in applying minimum  wage rates.",References.,,ilot,445164,,,,09602(1939-39-2)149-183,03416caa a2201021 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165111602676,995165111602676,The administration of minimum wage laws in the United States,,,,1 online resource (p. 149-183),minimum wage,,,,by Ethel M. Johnson ; International Labour Office.,"Johnson, Ethel M.",International Labour Office.,"Provides an account of the various forms of administrative machinery utilised, the powers of the enforcing authority, and the  method of procedure in establishing and in applying minimum  wage rates.",References.,,ilot,,[electronic resource] /,,,,01833cam a2200457 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994453203402676,994453203402676,The administration of the fair labor standards act in the United States /,,,,p. 616-640,labour legislation,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-5)616-640.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-5)616-640.pdf,,by Elmer F. Andrews ; International Labour Office.,"Andrews, Elmer F.","International Labour Office,",,References.,,ilot,445320,,,,09602(1939-40-5)616-640,03644caa a2201153 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165602502676,995165602502676,The administration of the fair labor standards act in the United States,,,,1 online resource (p. 616-640),labour legislation,,,,by Elmer F. Andrews ; International Labour Office.,"Andrews, Elmer F.",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01748cam a2200469 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994453293402676,994453293402676,Agricultural development and indigenous labour in the french colonies of tropical Africa /,,,,p. 209-232,agricultural development,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)209-232.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)209-232.pdf,,by Jean Goudal ; International Labour Office.,"Goudal, Jean.",International Labour Office.,,References.,,ilot,445329,,,,09602(1939-40-2)209-232,02796caa a2200901 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165881602676,995165881602676,Agricultural development and indigenous labour in the french colonies of tropical Africa,,,,1 online resource (p. 209-232),agricultural development,,,,by Jean Goudal ; International Labour Office.,"Goudal, Jean.",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01587cam a2200421 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995127390802676,995127390802676,Allowances for families of mobilised men /,,,,p. 677-687,family benefit.,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-5)677-687.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-5)677-687.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369452647,,,,P09602,01267naa a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165682002676,995165682002676,Allowances for families of mobilised men,,,,1 online resource (p. 677-687),family benefit.,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01348nam a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994850443402676,994850443402676,Co-operative action in rural life :,Geneva :,"ILO,",1939.,42 p. :,cooperative.,http://www.ilo.org/public/libdoc//ilo/1939/39B09_25_engl.pdf,http://www.ilo.org/public/libdoc//ilo/1939/39B09_25_engl.pdf,"survey prepared by the co-operation service of the International Labour Office, European Conference on Rural Life /","International Labour Office, League of Nations.",,International Labour Office.,,References.,,ilot,485044,,,,39B09/25 engl,02180cam a2200601 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184602676,995106184602676,The co-operative movement in Palestine /,,,,p. 63-77,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-1)63-77.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-1)63-77.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369404584,,,,P09602,01209naa a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705002676,995164705002676,The co-operative movement in Palestine,,,,1 online resource (p. 63-77),cooperative movement,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01294nam a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184302676,995106184302676,Co-operative societies throughout the world :,,,,p. 254-271,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)254-271.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-2)254-271.pdf,numerical data /,[International Labour Office],,International Labour Office.,,References.,Co-operative societies throughout the world :,ilot,(OCoLC)1369398773,,,,P09602,01359naa a2200361 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106184002676,995106184002676,Co-operative societies throughout the world :,,,,p. 375-419,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-3)375-419.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-40-3)375-419.pdf,numerical data.,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369470423,,,,P09602,01286naa a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705302676,995164705302676,Co-operative societies throughout the world,,,,1 online resource (p. 254-271),cooperative movement,,,numerical data /,[International Labour Office],,International Labour Office.,,References.,Co-operative societies throughout the world :,ilot,,[electronic resource] :,,,,01442nam a2200361 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164705602676,995164705602676,Co-operative societies throughout the world,,,,1 online resource (p. 375-419),cooperative movement,,,numerical data.,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01372nam a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106189702676,995106189702676,Collective bargaining in the United States of America /,,,,p. 479-505,collective bargaining,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-5)479-505.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-5)479-505.pdf,,by Florence Peterson ; International Labour Office.,"Peterson, Florence,",International Labour Office.,,References.,,ilot,(OCoLC)1369420549,,,,P09602,01339naa a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164715102676,995164715102676,Collective bargaining in the United States of America,,,,1 online resource (p. 479-505),collective bargaining,,,,by Florence Peterson ; International Labour Office.,"Peterson, Florence,",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01393nam a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106191602676,995106191602676,Compensation for war victims :,,,,p. 107-113,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-42-(2-3)107-113.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-42-(2-3)107-113.pdf,Italy /,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369291281,,,,P09602,01331naa a2200361 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165303202676,995165303202676,Compensation for war victims,,,,1 online resource (p. 107-113),veterans benefit,,,Italy /,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01451nam a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995127390202676,995127390202676,The compensation of war victims :,,,,p. 152-165,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-2)152-165.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-2)152-165.pdf,France /,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1368579216,,,,P09602,01383naa a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165682602676,995165682602676,The compensation of war victims,,,,1 online resource (p. 152-165),veterans benefit,,,France /,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01464nam a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165634402676,995165634402676,The compensation of war victims general principles.,,,,1 online resource (p. 371-387),veterans benefit,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01374nam a2200361 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165634902676,995165634902676,The compensation of war victims general principles.,,,,1 online resource (p. 506-516),veterans benefit,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01371nam a2200361 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995129090602676,995129090602676,The compensation of war victims general principles.,,,,p. 371-387,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-4)371-387.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-4)371-387.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1368712737,,,,P09602,01222naa a2200337 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995129090402676,995129090402676,The compensation of war victims general principles.,,,,p. 506-516,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-5)506-516.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-5)506-516.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369339498,,,,P09602,01221naa a2200337 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995127390402676,995127390402676,The compensation of war victims :,,,,p. 47-63,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-1)47-63.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-1)47-63.pdf,Germany /,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369367267,,,,P09602,01412naa a2200397 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165682402676,995165682402676,The compensation of war victims,,,,1 online resource (p. 47-63),veterans benefit,,,Germany /,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01462nam a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995127390002676,995127390002676,The compensation of war victims :,,,,p. 276-291,veterans benefit,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-3)276-291.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-3)276-291.pdf,Great Britain /,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369288375,,,,P09602,01433naa a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165682802676,995165682802676,The compensation of war victims,,,,1 online resource (p. 276-291),veterans benefit,,,Great Britain /,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01511nam a2200385 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/992318513402676,992318513402676,"Compensation of war victims; medical aid, compensation and war pensions.",Geneva :,"ILO,",1940.,91 p.,social security legislation,http://www.ilo.org/public/libdoc/ilo/ILO-SR/ILO-SR_E6_engl.pdf,http://www.ilo.org/public/libdoc/ilo/ILO-SR/ILO-SR_E6_engl.pdf,,,,International Labour Organisation.,"Comparison of social security legislation concerning disability benefit, health services and health aid for disabled war veterans in France, Germany, UK and Italy, 1940 - covers legal rights of the disabled, eligibility for benefits based on evaluation of the handicap, family size, etc; includes information on survivors benefit, assistive devices, fellowships, apprenticeships and other allowances, etc. Tables.",,,ilot,161462,,,,ILO-SR/E6 ENGL,05487cam a22015494u 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106189402676,995106189402676,Conditions of domestic employment in the scandinavian countries /,,,,p. 614-633,domestic worker,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-6)614-633.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-6)614-633.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369443185,,,,P09602,01222naa a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164715402676,995164715402676,Conditions of domestic employment in the scandinavian countries,,,,1 online resource (p. 614-633),domestic worker,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01299nam a2200349 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106182002676,995106182002676,Conditions of work in Syria and the Lebanon under French mandate /,,,,p. 513-526,conditions of employment,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)513-526.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)513-526.pdf,,[International Labour Office],,International Labour Office.,,References.,,ilot,(OCoLC)1369286623,,,,P09602,01305naa a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164707302676,995164707302676,Conditions of work in Syria and the Lebanon under French mandate,,,,1 online resource (p. 513-526),conditions of employment,,,,[International Labour Office],,International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01382nam a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/994858263402676,994858263402676,Constitution et règlements de l'Organisation internationale du travail :,Genève :,"BIT,",1939.,54 p.,ILO Constitution,http://www.ilo.org/public/libdoc/ilo/1939/39B09_28_e_f.pdf,http://www.ilo.org/public/libdoc/ilo/1939/39B09_28_e_f.pdf,édition de la conférence /,Bureau international du Travail = Constitution and standing orders of the International Labour Organisation : Conference edition / International Labour Office.,,International Labour Office.,,Index.,Constitution and standing orders of the International Labour Organisation : Conference edition,ilot,485826,,eng,,"39B09/28 e,f",02962cam a2200661 a 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995106189502676,995106189502676,Deferred pay :,,,,p. 557-581,public debt.,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-6)557-581.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1940-41-6)557-581.pdf,the Keynes plan /,by E. J. Riches ; International Labour Office.,"Riches, E. J.",International Labour Office.,,References.,,ilot,(OCoLC)1369427354,,,,P09602,01251naa a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995164715302676,995164715302676,Deferred pay,,,,1 online resource (p. 557-581),public debt.,,,the Keynes plan /,by E. J. Riches ; International Labour Office.,"Riches, E. J.",International Labour Office.,,References.,,ilot,,[electronic resource] :,,,,01327nam a2200373 i 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/99506653402676,99506653402676,The diversity of co-operative institutions and their classification /,,,,p. 435-458,cooperative movement,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)435-458.pdf,https://www.ilo.org/public/libdoc/ilo/P/09602/09602(1939-39-4)435-458.pdf,,by Dr. G. Fauquet ; International Labour Office.,"Fauquet, Georges,",International Labour Office.,,References.,,ilot,ilc50664,,,,09602(1939-39-4)435-458,01424caa a2200397Ka 4500,1939
https://labordoc.ilo.org/discovery/delivery/41ILO_INST:41ILO_V2/995165319102676,995165319102676,The diversity of co-operative institutions and their classification,,,,1 online resource (p. 435-458),cooperative movement,,,,by Dr. G. Fauquet ; International Labour Office.,"Fauquet, Georges,",International Labour Office.,,References.,,ilot,,[electronic resource] /,,,,01460cam a2200397Ka 4500,1939
